,city,country,lat,lon,temp,temp_max,humidity,wind_speed,cloudiness,date
322,Salamiyah,SY,35.0113,37.0532,46.11,46.11,53,6.15,1,1611505118
323,Eustis,US,28.8528,-81.6853,69.93,70.0,83,8.68,90,1611505118
324,Isangel,VU,-19.55,169.2667,78.62,78.62,87,6.22,100,1611505118
325,Ergani,TR,38.2653,39.7621,29.28,32.0,80,4.61,0,1611505118
326,Lagoa,PT,39.05,-27.9833,61.74,61.74,90,23.67,98,1611505118
327,Tapes,BR,-30.6733,-51.3958,84.16,84.16,60,6.85,14,1611505118
328,Jalingo,NG,8.8833,11.3667,96.26,96.26,11,9.64,49,1611505119
329,Preeceville,CA,51.95,-102.6677,-25.37,-25.37,85,4.79,0,1611505119
330,Mackay,AU,-21.15,149.2,73.92,75.2,83,8.05,40,1611505119
331,Manggar,ID,-2.8833,108.2667,79.84,79.84,84,4.07,100,1611505119
332,Berlevåg,NO,70.8578,29.0864,18.46,19.4,79,12.66,75,1611505119
333,Berbera,SO,10.4396,45.0143,75.7,75.7,66,11.07,100,1611505120
334,Chongqing,CN,29.5628,106.5528,49.26,50.0,100,4.47,90,1611505120
335,Athabasca,CA,54.7169,-113.2854,-16.8,-13.0,76,5.75,100,1611504908
336,Tchaourou,BJ,8.8865,2.5975,98.31,98.31,10,4.25,68,1611505120
337,Bud,US,39.447,-86.1758,28.99,28.99,90,8.5,100,1611505121
338,Walvis Bay,NA,-22.9575,14.5053,75.2,75.2,73,10.36,75,1611505121
339,Port Pirie,AU,-33.1833,138.0167,84.2,84.2,39,11.5,100,1611505121
340,Shingū,JP,33.7333,135.9833,47.19,47.19,81,5.79,84,1611505121
341,Phuntsholing,BT,26.8516,89.3884,61.0,61.0,59,4.27,52,1611505121
342,Marsá Maţrūḩ,EG,31.3525,27.2453,64.4,64.4,34,8.05,0,1611505122
343,Ciawi,ID,-7.5117,107.9767,69.46,69.46,95,0.83,99,1611505122
344,Jumla,NP,29.2747,82.1838,33.37,33.37,77,3.89,0,1611505122
345,Hokitika,NZ,-42.7167,170.9667,58.01,58.01,88,5.26,93,1611505122
346,Acatlán,MX,20.15,-98.45,66.94,66.94,37,2.59,100,1611505123
347,Verāval,IN,20.9,70.3667,70.59,70.59,46,6.89,0,1611505123
348,Raudeberg,NO,61.9875,5.1352,37.0,37.0,72,14.47,0,1611505123
349,La Mira,MX,18.035,-102.3266,81.72,81.72,61,1.7,100,1611505123
350,Chapais,CA,49.7834,-74.8492,3.2,3.2,72,13.8,90,1611505123
351,Khipro,PK,25.8285,69.3772,61.56,61.56,20,9.84,0,1611505124
352,Kinablangan,PH,7.6947,126.5503,76.62,76.62,88,6.91,100,1611505124
353,Sorong,ID,-0.8833,131.25,78.53,78.53,84,5.26,100,1611505021
354,Birjand,IR,32.8663,59.2211,37.4,37.4,6,2.08,0,1611505124
355,Iskateley,RU,67.6803,53.1512,-4.07,-4.07,91,11.97,88,1611505124
356,Baracoa,CU,20.3467,-74.4958,79.93,79.93,68,8.03,40,1611505125
357,Araioses,BR,-2.89,-41.9031,89.6,89.6,62,16.11,40,1611505125
358,Gladstone,AU,-23.85,151.25,73.4,73.4,83,4.61,86,1611505125
359,Port Macquarie,AU,-31.4333,152.9167,64.99,64.99,97,12.3,4,1611505007
360,Zhongshu,CN,24.5167,103.7667,49.86,49.86,79,7.76,0,1611505125
361,Pisco,PE,-13.7,-76.2167,76.15,77.0,65,9.22,0,1611504858
362,Zaysan,KZ,47.4667,84.8667,8.76,8.76,93,6.69,100,1611505126
363,Aktash,RU,50.3,87.7333,-15.47,-15.47,85,3.47,100,1611505126
364,Moussoro,TD,13.6408,16.4901,88.65,88.65,11,9.82,74,1611505126
365,Miraflores,MX,19.2167,-98.8083,61.43,64.4,39,4.61,75,1611505126
366,Brooks,CA,50.5834,-111.8851,-2.09,-2.0,84,11.5,100,1611504908
367,Shaoguan,CN,24.8,113.5833,60.66,60.66,70,0.94,67,1611505126
368,Mbaïki,CF,3.8678,17.9892,97.41,97.41,15,1.81,4,1611505127
369,San Quintín,MX,30.4833,-115.95,53.65,53.65,72,10.25,88,1611505127
370,Bilibino,RU,68.0546,166.4372,-29.61,-29.61,81,1.68,98,1611505127
371,Keningau,MY,5.3378,116.1602,78.35,78.8,89,3.44,20,1611505127
372,Deputatsky,RU,69.3,139.9,-37.64,-37.64,82,4.72,100,1611505127
373,Hay River,CA,60.8156,-115.7999,-29.2,-29.2,68,4.61,5,1611505128
374,Salalah,OM,17.0151,54.0924,73.4,73.4,56,3.69,0,1611505128
375,Leh,IN,34.1667,77.5833,11.3,11.3,74,0.92,52,1611505128
376,Fria,GN,10.4167,-13.5833,100.81,100.81,11,1.79,0,1611505128
377,Arrondissement de Bar-le-Duc,FR,48.75,5.1667,35.6,35.6,80,13.8,75,1611505129
378,Phalaborwa,ZA,-23.943,31.1411,75.06,77.0,94,5.75,100,1611505129
379,Moroto,UG,2.5345,34.6666,77.99,77.99,39,18.14,34,1611505129
380,Dire Dawa,ET,9.5931,41.8661,68.63,68.63,52,6.29,64,1611505129
381,Nur-Sultan,KZ,51.1801,71.446,-16.6,-16.6,69,2.24,1,1611505034
382,Pangkalanbuun,ID,-2.6833,111.6167,75.33,75.33,91,0.92,100,1611504920
383,Palu,ID,-0.8917,119.8707,76.33,76.33,79,1.88,100,1611505130
384,Lebu,CL,-37.6167,-73.65,62.71,62.71,66,15.19,9,1611505130
385,Tocopilla,CL,-22.092,-70.1979,74.08,74.08,52,8.95,6,1611504969
386,Belyy Yar,RU,53.6039,91.3903,6.8,6.8,66,6.71,0,1611505130
387,Kattivākkam,IN,13.2167,80.3167,78.8,78.8,73,5.75,20,1611505130
388,Kolokani,ML,13.5728,-8.0339,91.49,91.49,9,9.22,1,1611505130
389,St. George's,GD,12.0564,-61.7485,84.2,84.2,58,16.11,20,1611505131
390,Mitsamiouli,KM,-11.3847,43.2844,86.0,86.0,66,2.3,20,1611505131
391,Ulaangom,MN,49.9811,92.0667,-0.78,-0.78,74,2.42,100,1611505131
392,Troitskaya,RU,43.3056,44.9789,30.11,30.2,86,6.71,27,1611505131
393,Stornoway,GB,58.2093,-6.3865,36.18,37.0,87,12.66,75,1611505131
394,Clyde River,CA,70.4692,-68.5914,6.8,6.8,92,21.85,1,1611505132
395,Bom Jesus,BR,-9.0744,-44.3586,88.38,88.38,45,8.16,79,1611505132
396,Vasylivka,UA,47.4369,35.2742,39.09,39.2,70,8.95,0,1611505132
397,Assiniboia,CA,49.6334,-105.9845,-7.6,-7.6,71,14.97,100,1611505132
398,Kununurra,AU,-15.7667,128.7333,77.0,77.0,100,3.44,100,1611505132
399,Khani,GE,41.9563,42.9566,50.0,50.0,25,12.66,0,1611505132
400,Husavik,IS,66.0449,-17.3389,26.6,26.6,86,10.36,90,1611505133
401,Karratha,AU,-20.7377,116.8463,86.29,86.29,40,21.65,57,1611505133
402,Vao,NC,-22.6667,167.4833,76.35,76.35,76,22.59,90,1611505133
403,Kuala Sungai Baru,MY,2.3594,102.0353,77.49,78.01,88,5.75,20,1611505133
404,Bahía Honda,CU,22.9036,-83.1592,75.85,75.85,68,6.4,48,1611505133
405,Portland,US,45.5234,-122.6762,37.53,39.99,88,1.99,100,1611504904
406,Nakusp,CA,50.2499,-117.8023,23.0,23.0,74,2.3,100,1611505134
407,Bull Savanna,JM,17.8868,-77.5902,80.24,80.24,62,2.98,44,1611505134
408,Kuzino,RU,57.0224,59.4412,10.62,10.62,96,3.11,100,1611505134
409,Elk City,US,35.412,-99.4043,39.2,39.2,93,13.8,90,1611505000
410,Contamana,PE,-7.3333,-75.0167,80.24,80.24,74,2.84,99,1611505134
411,Cam Ranh,VN,11.9214,109.1591,73.4,73.4,73,8.05,0,1611505135
412,Ondjiva,AO,-17.0667,15.7333,84.2,84.2,39,5.75,20,1611505135
413,Makakilo City,US,21.3469,-158.0858,71.08,73.4,78,4.61,20,1611505135
414,Tautira,PF,-17.7333,-149.15,75.2,75.2,83,2.3,40,1611505135
415,Narsaq,GL,60.9167,-46.05,30.2,30.2,29,28.77,0,1611505135
416,Tabas,IR,33.5959,56.9244,39.2,39.2,20,4.61,0,1611505136
417,Ust-Kuyga,RU,70.0167,135.6,-44.73,-44.73,76,3.83,98,1611505136
418,Norsup,VU,-16.0667,167.3833,78.49,78.49,85,7.47,100,1611505136
419,Almaznyy,RU,48.0448,40.045,33.8,33.8,93,17.9,0,1611505136
420,Vestmanna,FO,62.1564,-7.1664,35.6,35.6,80,27.63,20,1611505136
421,Lumeje,AO,-11.55,20.7833,73.65,73.65,80,6.11,48,1611505137
422,Teya,RU,60.3778,92.6267,-20.07,-20.07,85,0.78,100,1611505137
423,Vaxjo,SE,56.8777,14.8091,30.11,30.2,100,2.3,90,1611505137
424,Waipawa,NZ,-41.4122,175.5153,58.44,60.8,77,14.97,48,1611505137
425,Erenhot,CN,43.6475,111.9767,15.64,15.64,90,6.4,73,1611505137
426,Sierra Vista,US,31.5545,-110.3037,42.58,44.01,75,14.97,1,1611504902
427,Coyhaique,CL,-45.5752,-72.0662,64.4,64.4,34,9.22,20,1611505138
428,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,-9.4,77,4.61,90,1611505138
429,Copiapó,CL,-27.3667,-70.3333,73.4,73.4,53,9.22,0,1611505123
430,Arica,CL,-18.475,-70.3042,73.4,73.4,64,3.44,0,1611505043
431,Meitingen,DE,48.55,10.85,32.29,33.8,64,13.8,0,1611505139
432,Fort Nelson,CA,58.8053,-122.7002,1.4,1.4,60,2.62,90,1611504909
433,Mindelo,CV,16.8901,-24.9804,75.2,75.2,64,23.02,20,1611505139
434,Sabang,ID,5.8933,95.3214,81.0,81.0,78,13.27,21,1611505139
435,Sanary-sur-Mer,FR,43.1178,5.8001,49.59,51.01,45,10.0,0,1611504905
436,Santa Maria,BR,-29.6842,-53.8069,87.8,87.8,55,4.61,40,1611504982
437,Inuvik,CA,68.3499,-133.7218,-18.4,-18.4,76,2.3,5,1611505140
438,Mahibadhoo,MV,3.7833,72.9667,82.9,82.9,75,13.87,89,1611505140
439,Otane,NZ,-39.8833,176.6333,57.0,57.0,76,13.0,31,1611505140
440,Taicheng,CN,38.731,113.228,27.54,27.54,86,3.96,100,1611505140
441,Nanortalik,GL,60.1432,-45.2371,23.77,23.77,90,9.04,0,1611505140
442,Abonnema,NG,4.7084,6.7931,89.6,89.6,37,3.44,22,1611505141
443,Plettenberg Bay,ZA,-34.0527,23.3716,66.24,66.24,74,14.5,74,1611505141
444,Chowchilla,US,37.123,-120.2602,39.63,42.01,93,4.61,75,1611505141
445,Kot Samaba,PK,28.5522,70.4684,51.76,51.76,43,3.22,0,1611505141
446,San Policarpo,PH,12.1791,125.5072,79.21,79.21,83,8.75,18,1611505141
447,Belaya Gora,RU,68.5333,146.4167,-33.65,-33.65,83,2.84,100,1611505142
448,Faanui,PF,-16.4833,-151.75,80.92,80.92,73,13.42,22,1611505142
449,Palmer,US,42.1584,-72.3287,22.77,24.01,39,4.0,0,1611505142
450,Leningradskiy,RU,69.3833,178.4167,-17.12,-17.12,82,2.26,0,1611505142
451,Paso de Carrasco,UY,-34.8603,-56.0522,88.27,93.0,61,8.05,40,1611505142
452,Garoua Boulaï,CM,5.8833,14.55,89.92,89.92,15,8.5,55,1611505143
453,Jutaí,BR,-5.1833,-68.9,90.46,90.46,54,1.03,68,1611505143
454,Novozaimka,RU,56.4857,66.9241,-14.64,-14.64,89,12.88,100,1611505143
455,Kabelvåg,NO,68.2114,14.4817,22.71,24.8,79,11.5,40,1611505143
456,Maniitsoq,GL,65.4167,-52.9,16.23,16.23,77,7.07,51,1611505143
457,Hudson Bay,CA,52.85,-102.3842,-22.31,-22.31,85,2.59,10,1611505144
458,Mandalay,MM,21.9747,96.0836,68.63,68.63,51,3.09,0,1611505144
459,Altamira,BR,-3.2033,-52.2064,86.0,86.0,70,5.75,75,1611505144
460,Oddur,SO,4.1213,43.8894,83.07,83.07,25,12.06,53,1611505144
461,São Filipe,CV,14.8961,-24.4956,75.58,75.58,57,7.65,0,1611505144
462,Baruun-Urt,MN,46.6806,113.2792,8.67,8.67,91,6.08,100,1611505145
463,Dwārka,IN,22.2394,68.9678,68.25,68.25,45,9.78,0,1611505145
464,Maningrida,AU,-12.0667,134.2667,77.2,77.2,89,9.51,100,1611505145
465,Ostrołęka,PL,53.0862,21.5757,35.01,35.01,87,3.0,100,1611505145
466,Kerchevskiy,RU,59.946,56.2884,6.44,6.44,95,5.91,100,1611505146
467,Linxia Chengguanzhen,CN,35.6003,103.2064,22.73,22.73,92,3.31,100,1611505146
468,Cockburn Town,TC,21.4612,-71.1419,76.82,76.82,78,12.41,69,1611504983
469,Launceston,AU,-41.45,147.1667,58.64,62.01,71,1.14,37,1611505146
470,Rumonge,BI,-3.9736,29.4386,76.01,76.01,73,2.86,100,1611505146
471,Kamenka,RU,51.3223,42.7678,33.06,33.06,95,12.68,100,1611505146
472,Mossamedes,AO,-15.1961,12.1522,79.16,79.16,65,11.77,68,1611504850
473,Tilichiki,RU,60.4667,166.1,-11.58,-11.58,89,13.09,100,1611505147
474,Batangafo,CF,7.3008,18.2833,98.33,98.33,11,5.21,4,1611505147
475,Roald,NO,62.5833,6.1333,33.51,37.4,60,9.22,0,1611505147
476,Otautau,NZ,-46.15,168.0,57.0,57.0,89,11.01,69,1611505147
477,Margate,GB,51.3813,1.3862,35.87,37.0,83,1.99,100,1611505147
478,Limulunga,ZM,-15.0969,23.1376,77.61,77.61,73,2.26,83,1611505148
479,Shirokiy,RU,49.758,129.523,-15.52,-15.52,84,6.24,4,1611505148
480,Philadelphia,US,39.9523,-75.1638,29.07,30.2,40,14.97,75,1611505148
481,Tromsø,NO,69.6496,18.957,15.8,15.8,73,5.75,0,1611505148
482,Poli,TZ,-3.3333,36.8,82.18,87.8,53,11.5,75,1611505148
483,Pundaguitan,PH,6.3711,126.1689,79.05,79.05,84,13.22,100,1611505149
484,Caculé,BR,-14.5033,-42.2222,88.56,88.56,39,9.44,67,1611505149
485,Coquimbo,CL,-29.9533,-71.3436,71.6,71.6,64,10.36,75,1611505053
486,Tommot,RU,58.9564,126.2925,-39.69,-39.69,76,1.32,1,1611505149
487,Kapit,MY,2.0167,112.9333,74.75,74.75,93,0.72,100,1611505149
488,Goya,AR,-29.14,-59.2626,93.24,93.24,43,4.88,10,1611505149
489,Antofagasta,CL,-23.65,-70.4,73.04,73.99,60,10.36,0,1611505150
490,Mahesāna,IN,23.6,72.4,64.4,64.4,45,2.3,0,1611505150
491,Batemans Bay,AU,-35.7167,150.1833,66.2,72.0,97,1.99,86,1611505150
492,Lithakia,GR,37.7167,20.8333,57.2,57.2,88,10.36,75,1611505150
493,Dryden,CA,49.7833,-92.7503,6.8,6.8,78,14.97,75,1611505150
494,Businga,CD,3.3333,20.8833,94.82,94.82,23,2.08,85,1611505151
495,Mana,GF,5.6592,-53.7767,79.99,79.99,79,13.15,66,1611505151
496,Russell,US,32.3502,-85.1999,52.72,54.0,62,8.05,90,1611504927
497,Barcelos,PT,41.5388,-8.6151,54.09,55.4,94,8.05,20,1611505151
498,Eureka,US,40.8021,-124.1637,43.11,44.01,93,7.52,100,1611504915
499,Tura,IN,25.5198,90.2201,59.67,59.67,58,3.51,0,1611504913
500,Havre-St-Pierre,CA,50.2334,-63.5986,35.6,35.6,69,17.27,75,1611505152
501,Jiuquan,CN,39.7432,98.5174,19.81,19.81,86,2.98,83,1611505152
502,Ossora,RU,59.2353,163.0719,-3.39,-3.39,84,9.06,100,1611505152
503,Bordighera,IT,43.7806,7.6645,52.52,57.2,47,8.05,20,1611505152
504,Flagstaff,US,35.1981,-111.6513,28.04,30.0,93,14.97,90,1611504962
505,Urengoy,RU,65.9667,78.3667,-43.24,-43.24,76,0.81,0,1611505153
506,Caravelas,BR,-17.7125,-39.2481,84.54,84.54,57,7.96,79,1611504854
507,Honiara,SB,-9.4333,159.95,76.21,76.21,76,2.04,57,1611505153
508,Arandis,NA,-22.4167,14.9667,71.44,71.44,77,11.3,100,1611505153
509,Mandalgovi,MN,45.7625,106.2708,14.85,14.85,93,13.96,100,1611504978
510,Susa,IR,32.1942,48.2436,57.83,57.83,35,6.85,0,1611505154
511,Mountain Home,US,43.133,-115.6912,26.64,28.99,68,10.36,1,1611505154
512,Atbasar,KZ,51.8,68.3333,-9.62,-9.62,90,7.36,90,1611505022
513,Nouadhibou,MR,20.931,-17.0347,87.8,87.8,29,4.61,100,1611505154
514,Olafsvik,IS,64.8945,-23.7142,29.19,29.19,91,29.39,85,1611505154
515,Lorengau,PG,-2.0226,147.2712,81.25,81.25,72,4.21,100,1611505154
516,Araouane,ML,18.9048,-3.5265,85.55,85.55,10,9.37,57,1611505155
517,Yerbogachën,RU,61.2767,108.0108,-37.19,-37.19,81,1.86,78,1611505029
518,Karasjok,NO,69.4719,25.5112,6.8,6.8,72,6.91,75,1611505155
519,Marawi,PH,7.9986,124.2928,75.99,75.99,92,5.99,94,1611505155
520,Christchurch,NZ,-43.5333,172.6333,55.8,57.99,100,4.61,4,1611505093
521,Taree,AU,-31.9,152.4667,67.78,69.8,83,5.66,6,1611505155
522,Aberdeen,GB,57.1437,-2.0981,33.85,35.6,69,8.05,87,1611505043
523,Haines Junction,CA,60.7522,-137.5108,12.2,12.2,92,0.81,100,1611505156
524,Sambava,MG,-14.2667,50.1667,79.93,79.93,78,4.54,19,1611505156
525,Bhīmunipatnam,IN,17.8833,83.4333,75.2,75.2,94,2.3,20,1611505156
526,Teruel,ES,40.6667,-0.6667,51.84,57.2,53,11.5,0,1611505156
527,Sola,VU,-13.8833,167.55,80.1,80.1,85,15.99,100,1611505156
528,Abu Samrah,SY,35.3029,37.1841,45.9,45.9,55,5.82,11,1611505157
529,Chiang Kham,TH,19.5233,100.3,60.8,60.8,88,2.3,0,1611505157
530,Pahrump,US,36.2083,-115.9839,37.99,37.99,58,0.94,0,1611505157
531,Khandyga,RU,62.6667,135.6,-51.03,-51.03,76,1.66,100,1611505157
532,Sundargarh,IN,22.1167,84.0333,65.59,65.59,41,1.32,0,1611505157
533,Rognan,NO,67.0953,15.3878,18.34,19.0,79,20.71,75,1611505158
534,Safita,SY,34.8205,36.1153,47.37,51.01,76,1.01,0,1611505158
535,Lata,PT,40.1629,-8.3327,56.41,59.0,90,5.01,100,1611505158
536,Alyangula,AU,-13.8483,136.4192,77.0,77.0,100,9.73,75,1611505158
537,Ballina,AU,-28.8667,153.5667,66.92,69.8,88,4.61,40,1611505158
538,Kasangulu,CD,-4.5911,15.1708,85.1,86.0,65,4.61,75,1611505159
539,Ambilobe,MG,-13.2,49.05,77.4,77.4,87,1.32,100,1611505159
540,Hualmay,PE,-11.0964,-77.6139,76.98,76.98,62,9.55,20,1611505159
541,Rovaniemi,FI,66.5,25.7167,12.2,12.2,92,4.61,90,1611505159
542,Murgab,TM,37.4966,61.9714,37.4,37.4,56,11.5,40,1611505159
543,Djibo,BF,14.1022,-1.6306,91.36,91.36,10,12.26,0,1611505160
544,Saquena,PE,-4.6667,-73.5167,84.13,84.13,70,1.9,100,1611505160
545,Zambezi,ZM,-13.5432,23.1047,72.66,72.66,86,5.97,95,1611505160
546,Grants,US,35.1473,-107.8514,37.4,37.4,60,13.8,1,1611505160
547,Livadiya,RU,42.8692,132.6764,27.73,27.73,88,8.5,0,1611505160
548,Verkhoyansk,RU,67.5447,133.385,-45.08,-45.08,73,1.83,98,1611505161
549,Luang Prabang,LA,19.8856,102.1347,66.24,66.24,61,0.78,0,1611505161
550,Dargaville,NZ,-35.9333,173.8833,65.34,65.34,93,9.04,59,1611505161
551,Moravský Beroun,CZ,49.7937,17.4421,29.39,33.01,99,11.99,94,1611505161
552,Oudtshoorn,ZA,-33.5907,22.2014,66.2,66.2,72,16.11,40,1611505161
553,Ambunti,PG,-4.2365,142.8448,73.72,73.72,97,0.89,100,1611505162
554,Bayshore Gardens,US,27.4253,-82.5904,71.38,73.4,73,6.91,20,1611505162
555,Tiksi,RU,71.6872,128.8694,-43.33,-43.33,79,7.9,35,1611505162
556,Jasdan,IN,22.0333,71.2,64.56,64.56,24,11.97,0,1611505162
557,Arrondissement du Havre,FR,49.5833,0.3333,37.89,39.2,87,17.27,75,1611505162
558,Venice of the Philippines,PH,4.6628,119.3928,81.37,81.37,83,14.58,93,1611505163
559,Amposta,ES,40.7131,0.581,54.41,57.0,42,4.0,65,1611505163
560,Korla,CN,41.7597,86.1469,22.96,22.96,81,3.38,0,1611505163
561,Ürümqi,CN,43.801,87.6005,21.2,21.2,63,6.71,0,1611504864
562,Ihosy,MG,-22.4,46.1167,75.54,75.54,80,6.22,87,1611505164
563,Virginia Beach,US,36.8529,-75.978,35.26,37.4,44,10.36,40,1611505077
564,Maumere,ID,-8.6199,122.2111,80.92,80.92,76,3.29,100,1611505164
565,Pangoa,PE,-12.1167,-73.0,68.68,68.68,96,0.87,100,1611505164
